Year,Age,mx,qx,lx,Lx,Tx,ex,Country,Sex
1956,75,0.098917536,0.39969844,19920,80491,142362,7.1466727,Nicaragua,F
1956,80,0.14070138,0.52591437,11958,44697,61871,5.1739812,Nicaragua,F
1956,85,0.33010283,1,5670,17174,17174,3.0293591,Nicaragua,F
1967,0,0.11822236,0.10978591,100000,92864,5297120,52.971191,Nicaragua,F
1967,1,0.016009958,0.061443813,89022,341651,5204256,58.460716,Nicaragua,F
1967,5,0.002055262,0.010218556,83552,415411,4862605,58.198822,Nicaragua,F
1967,10,0.002309294,0.011482828,82698,411211,4447195,53.77644,Nicaragua,F
1967,15,0.002832839,0.014068546,81749,405981,4035985,49.370918,Nicaragua,F
1967,20,0.00354575,0.017579153,80599,399591,3630004,45.038307,Nicaragua,F
1967,25,0.004498821,0.022253824,79182,391678,3230414,40.797684,Nicaragua,F
1967,30,0.00563064,0.027777825,77420,381935,2838736,36.667076,Nicaragua,F
1967,35,0.006991726,0.034381703,75269,370133,2456801,32.640423,Nicaragua,F
1967,40,0.008940547,0.043763682,72681,355771,2086669,28.710039,Nicaragua,F
1967,45,0.011913745,0.057912823,69501,337841,1730899,24.905006,Nicaragua,F
1967,50,0.016810337,0.080792144,65476,314680,1393059,21.276159,Nicaragua,F
1967,55,0.02471184,0.11664138,60186,284078,1078379,17.917667,Nicaragua,F
1967,60,0.035746645,0.16461094,53166,244822,794301,14.94026,Nicaragua,F
1967,65,0.049003139,0.21923232,44414,198700,549479,12.371871,Nicaragua,F
1967,70,0.065756112,0.28396648,34677,149751,350780,10.115722,Nicaragua,F
1967,75,0.089829847,0.36949024,24830,102130,201030,8.0963268,Nicaragua,F
1967,80,0.12283488,0.47433785,15656,60455,98900,6.3172741,Nicaragua,F
1967,85,0.21405925,1,8230,38445,38445,4.6716037,Nicaragua,F
1983,0,0.067599848,0.064308651,100000,95132,6402978,64.029778,Nicaragua,F
1983,1,0.006259431,0.024639731,93570,368328,6307847,67.41375,Nicaragua,F
1983,5,0.000749953,0.003742049,91264,455379,5939520,65.08091,Nicaragua,F
1983,10,0.000974935,0.004863294,90923,453550,5484141,60.31691,Nicaragua,F
1983,15,0.001277633,0.006368637,90480,451017,5030592,55.598976,Nicaragua,F
1983,20,0.001641903,0.008177292,89904,447755,4579575,50.938671,Nicaragua,F
1983,25,0.002136532,0.010628163,89169,443569,4131821,46.337208,Nicaragua,F
1983,30,0.002746655,0.013643337,88221,438216,3688253,41.807049,Nicaragua,F
1983,35,0.003573997,0.017718004,87018,431386,3250037,37.349365,Nicaragua,F
1983,40,0.004897583,0.024203425,85476,422412,2818652,32.976158,Nicaragua,F
1983,45,0.006950482,0.03418221,83407,410191,2396240,28.729601,Nicaragua,F
1983,50,0.010088324,0.049249198,80556,393257,1986049,24.654381,Nicaragua,F
1983,55,0.014971939,0.072263092,76589,369659,1592792,20.796804,Nicaragua,F
1983,60,0.022379551,0.10619398,71054,337160,1223134,17.214186,Nicaragua,F
1983,65,0.032965422,0.15274256,63509,294261,885974,13.950512,Nicaragua,F
1983,70,0.049586352,0.22156404,53808,240427,591713,10.996769,Nicaragua,F
1983,75,0.077810563,0.32783175,41886,176475,351287,8.3867168,Nicaragua,F
1983,80,0.1236643,0.47680768,28155,108554,174812,6.2090311,Nicaragua,F
1983,85,0.22231625,1,14731,66258,66258,4.4980965,Nicaragua,F
2000,0,0.03015784,0.029393876,100000,97467,6995110,69.951096,Nicaragua,F
2000,1,0.001887909,0.007515825,97061,386402,6897643,71.065315,Nicaragua,F
2000,5,0.000520426,0.002598412,96332,480968,6511242,67.592293,Nicaragua,F
2000,10,0.000746584,0.003726246,96081,479545,6030275,62.762524,Nicaragua,F
2000,15,0.000967981,0.004828688,95723,477505,5550730,57.987541,Nicaragua,F
2000,20,0.001229606,0.006129939,95261,474902,5073225,53.256287,Nicaragua,F
2000,25,0.001571978,0.007830346,94677,471604,4598324,48.568722,Nicaragua,F
2000,30,0.002007401,0.009988879,93936,467425,4126720,43.931515,Nicaragua,F
2000,35,0.002671675,0.013273267,92997,462023,3659295,39.348537,Nicaragua,F
2000,40,0.003742349,0.018545181,91763,454729,3197273,34.842869,Nicaragua,F
2000,45,0.005403982,0.026673958,90061,444539,2742544,30.452118,Nicaragua,F
2000,50,0.008018087,0.039333522,87659,430018,2298005,26.215405,Nicaragua,F
2000,55,0.012077095,0.058684502,84211,409193,1867988,22.182314,Nicaragua,F
2000,60,0.018251287,0.087426871,79269,379712,1458795,18.403135,Nicaragua,F
2000,65,0.027526285,0.12910251,72339,339280,1079083,14.917117,Nicaragua,F
2000,70,0.043307923,0.19615179,63000,285340,739804,11.743015,Nicaragua,F
2000,75,0.071157314,0.30388913,50643,216276,454465,8.9740572,Nicaragua,F
2000,80,0.11943711,0.46414021,35253,136994,238190,6.75667,Nicaragua,F
2000,85,0.1866713,1,18891,101196,101196,5.3570099,Nicaragua,F
2007,0,0.019817933,0.019473845,100000,98264,7112345,71.123444,Nicaragua,F
2007,1,0.001245771,0.004967565,98053,390990,7014081,71.533844,Nicaragua,F
2007,5,0.000361007,0.001803244,97566,487344,6623092,67.883514,Nicaragua,F
2007,10,0.000542852,0.002710728,97390,486315,6135748,63.002083,Nicaragua,F
2007,15,0.000736356,0.003675286,97126,484772,5649434,58.16626,Nicaragua,F
2007,20,0.000960406,0.004790987,96769,482731,5164662,53.371235,Nicaragua,F
2007,25,0.001248514,0.006223918,96306,480087,4681932,48.61565,Nicaragua,F
2007,30,0.001639083,0.008163301,95706,476654,4201845,43.903843,Nicaragua,F
2007,35,0.002259334,0.011235746,94925,472063,3725192,39.243793,Nicaragua,F
2007,40,0.003318354,0.016460676,93858,465582,3253130,34.660194,Nicaragua,F
2007,45,0.005103564,0.025209047,92313,455980,2787549,30.196756,Nicaragua,F
2007,50,0.007946873,0.038990717,89986,441508,2331570,25.910437,Nicaragua,F
2007,55,0.012193603,0.059234541,86478,420092,1890062,21.856203,Nicaragua,F
2007,60,0.018585974,0.088961624,81355,389404,1469970,18.068655,Nicaragua,F
2007,65,0.028097311,0.13161153,74118,347175,1080567,14.579146,Nicaragua,F
2007,70,0.043913968,0.198635,64363,291130,733392,11.394686,Nicaragua,F
2007,75,0.07195133,0.30678076,51578,219915,442262,8.5746326,Nicaragua,F
2007,80,0.1219462,0.47168308,35755,138299,222348,6.2186761,Nicaragua,F
2007,85,0.22474726,1,18890,84050,84050,4.4494424,Nicaragua,F
1938,0,0.20949373,0.18438575,100000,88015,3739452,37.394512,Venezuela,F
1938,1,0.040460669,0.14622897,81562,294772,3651437,44.769157,Venezuela,F
1938,5,0.004928934,0.024315089,69635,343518,3356666,48.203857,Venezuela,F
1938,10,0.005840575,0.028799186,67942,335013,3013148,44.349075,Venezuela,F
1938,15,0.007419535,0.036448635,65985,324153,2678136,40.587067,Venezuela,F
1938,20,0.009308836,0.045527048,63580,310953,2353983,37.024021,Venezuela,F
1938,25,0.011486272,0.055890623,60686,295287,2043031,33.665997,Venezuela,F
1938,30,0.013440902,0.065104365,57294,277516,1747745,30.505083,Venezuela,F
1938,35,0.015252023,0.073567197,53564,258361,1470229,27.448341,Venezuela,F
1938,40,0.017430687,0.08365389,49623,238153,1211869,24.421526,Venezuela,F
1938,45,0.020608205,0.098184839,45472,216644,973717,21.413628,Venezuela,F
1938,50,0.025677988,0.12093694,41008,193134,757073,18.461956,Venezuela,F
1938,55,0.033944055,0.15693542,36048,166663,563939,15.644161,Venezuela,F
1938,60,0.044794522,0.20223135,30391,137204,397277,13.072316,Venezuela,F
1938,65,0.059703689,0.261105,24245,106031,260074,10.727008,Venezuela,F
1938,70,0.08083231,0.33849445,17915,75019,154043,8.5988674,Venezuela,F
1938,75,0.11227136,0.4422043,11851,46676,79025,6.6685066,Venezuela,F
1938,80,0.15956539,0.57689935,6611,23899,32350,4.8939009,Venezuela,F
1938,85,0.33094576,1,2797,8451,8451,3.0216429,Venezuela,F
1945,0,0.16116385,0.14588179,100000,90518,4441505,44.415047,Venezuela,F
1945,1,0.028283698,0.10527686,85412,317918,4350988,50.941277,Venezuela,F
1945,5,0.003815265,0.018878255,76420,378133,4033070,52.775097,Venezuela,F
1945,10,0.004105967,0.020329501,74978,371229,3654938,48.747276,Venezuela,F
1945,15,0.004988185,0.024645874,73454,362921,3283710,44.704895,Venezuela,F
1945,20,0.006224124,0.030662583,71643,352942,2920789,40.768829,Venezuela,F
1945,25,0.007860959,0.038576987,69446,340801,2567848,36.976204,Venezuela,F
1945,30,0.009610747,0.046970326,66767,326309,2227048,33.355545,Venezuela,F
1945,35,0.011379427,0.05538455,63631,309697,1900740,29.871342,Venezuela,F
1945,40,0.013375679,0.064798266,60107,291186,1591043,26.47031,Venezuela,F
1945,45,0.016172921,0.077843122,56212,270558,1299858,23.124237,Venezuela,F
1945,50,0.020589553,0.098100156,51837,246977,1029300,19.856773,Venezuela,F
1945,55,0.027715005,0.12993243,46752,219177,782323,16.733803,Venezuela,F
1945,60,0.038167551,0.17482355,40677,186316,563147,13.844488,Venezuela,F
1945,65,0.053251922,0.23608665,33566,148809,376831,11.226768,Venezuela,F
1945,70,0.074837543,0.31721306,25642,108685,228023,8.8928623,Venezuela,F
1945,75,0.10744405,0.42708871,17508,69592,119338,6.8164363,Venezuela,F
1945,80,0.15603518,0.56761348,10031,36487,49747,4.9596672,Venezuela,F
1945,85,0.32708499,1,4337,13260,13260,3.0573094,Venezuela,F
1955,0,0.077426672,0.073283724,100000,94650,5861282,58.612816,Venezuela,F
1955,1,0.010990959,0.042744651,92672,360407,5766633,62.226517,Venezuela,F
1955,5,0.00176903,0.008802328,88711,441405,5406226,60.942402,Venezuela,F
1955,10,0.001832795,0.009123839,87930,437723,4964821,56.463623,Venezuela,F
1955,15,0.002166936,0.010778625,87128,433383,4527099,51.959591,Venezuela,F
1955,20,0.002669667,0.013263356,86189,428198,4093717,47.497414,Venezuela,F
1955,25,0.003441967,0.017068835,85046,421742,3665519,43.10091,Venezuela,F
1955,30,0.004433811,0.021935632,83594,413567,3243778,38.804218,Venezuela,F
1955,35,0.005616152,0.027707301,81760,403362,2830212,34.616192,Venezuela,F
1955,40,0.007223208,0.035500612,79495,390699,2426850,30.528553,Venezuela,F
1955,45,0.009646161,0.047139484,76673,374688,2036151,26.556528,Venezuela,F
1955,50,0.013380925,0.06482289,73059,353925,1661463,22.741693,Venezuela,F
1955,55,0.019035136,0.091017604,68323,326687,1307539,19.137838,Venezuela,F
1955,60,0.027667062,0.12972167,62104,291184,980853,15.793795,Venezuela,F
1955,65,0.040196482,0.18329924,54048,246461,689670,12.760431,Venezuela,F
1955,70,0.059300844,0.25956273,44141,193206,443209,10.040825,Venezuela,F
1955,75,0.090249963,0.37091061,32684,134323,250003,7.6492314,Venezuela,F
1955,80,0.14054359,0.52547336,20561,76874,115680,5.6262541,Venezuela,F
1955,85,0.25141948,1,9757,38807,38807,3.9774165,Venezuela,F
1966,0,0.04844809,0.04661832,100000,96224,6466237,64.662361,Venezuela,F
1966,1,0.005296161,0.020902161,95339,376268,6370013,66.814926,Venezuela,F
1966,5,0.001041767,0.005193957,93346,465394,5993746,64.210403,Venezuela,F
1966,10,0.001060528,0.005289179,92861,463125,5528352,59.533901,Venezuela,F
1966,15,0.001231213,0.00613793,92370,460487,5065228,54.836639,Venezuela,F
1966,20,0.001532177,0.007632815,91803,457331,4604742,50.159245,Venezuela,F
1966,25,0.002027455,0.010088189,91102,453303,4147411,45.525047,Venezuela,F
1966,30,0.002718792,0.013505835,90183,447991,3694108,40.962494,Venezuela,F
1966,35,0.003659858,0.018139957,88965,440951,3246118,36.487705,Venezuela,F
1966,40,0.005070842,0.02504936,87351,431503,2805168,32.113785,Venezuela,F
1966,45,0.007290559,0.035825938,85163,418492,2373665,27.87208,Venezuela,F
1966,50,0.010855679,0.052900158,82112,400134,1955173,23.811119,Venezuela,F
1966,55,0.016358674,0.078703411,77769,374151,1555039,19.995863,Venezuela,F
1966,60,0.024615042,0.11620998,71648,338255,1180889,16.481936,Venezuela,F
1966,65,0.036504894,0.16782135,63322,291103,842634,13.307279,Venezuela,F
1966,70,0.054889705,0.24250241,52695,232805,551532,10.466562,Venezuela,F
1966,75,0.084858827,0.35250297,39917,165811,318727,7.9849339,Venezuela,F
1966,80,0.13492246,0.50959754,25846,97618,152916,5.9165378,Venezuela,F
1966,85,0.22920586,1,12675,55299,55299,4.3628902,Venezuela,F
1976,0,0.038986236,0.037754636,100000,96841,6781514,67.81514,Venezuela,F
1976,1,0.003124957,0.012401497,96225,381871,6684673,69.469528,Venezuela,F
1976,5,0.000673595,0.00336175,95032,474278,6302803,66.323502,Venezuela,F
1976,10,0.000752514,0.003755787,94712,472705,5828526,61.539627,Venezuela,F
1976,15,0.00088934,0.00443723,94357,470776,5355821,56.761829,Venezuela,F
1976,20,0.001091122,0.005441362,93938,468460,4885045,52.003227,Venezuela,F
1976,25,0.001419025,0.007071042,93427,465546,4416585,47.273518,Venezuela,F
1976,30,0.001906177,0.00948748,92766,461716,3951040,42.591656,Venezuela,F
1976,35,0.002635825,0.013096276,91886,456540,3489324,37.974712,Venezuela,F
1976,40,0.003807753,0.018866351,90683,449305,3032785,33.444138,Venezuela,F
1976,45,0.005711491,0.028171295,88972,438841,2583481,29.037243,Venezuela,F
1976,50,0.008779111,0.042989768,86465,423404,2144640,24.803602,Venezuela,F
1976,55,0.01361899,0.065939672,82748,400644,1721237,20.801008,Venezuela,F
1976,60,0.021179415,0.10077464,77292,367764,1320593,17.085903,Venezuela,F
1976,65,0.032594603,0.15114906,69503,322300,952830,13.709313,Venezuela,F
1976,70,0.050881483,0.22672123,58998,262884,630531,10.687472,Venezuela,F
1976,75,0.081503123,0.34084398,45622,190787,367647,8.0586758,Venezuela,F
1976,80,0.13259077,0.50291675,30072,114062,176860,5.8813114,Venezuela,F
1976,85,0.23803118,1,14949,62799,62799,4.2011304,Venezuela,F
1985,0,0.02607117,0.025490649,100000,97774,7065060,70.650597,Venezuela,F
1985,1,0.001660847,0.006615729,97451,388181,6967287,71.495323,Venezuela,F
1985,5,0.000454297,0.002268651,96807,483428,6579106,67.961594,Venezuela,F
1985,10,0.000559096,0.002791734,96587,482286,6095679,63.111008,Venezuela,F
1985,15,0.00069783,0.003483318,96317,480780,5613393,58.280415,Venezuela,F
1985,20,0.000884262,0.004411948,95982,478891,5132613,53.475044,Venezuela,F
1985,25,0.001157176,0.005769858,95558,476467,4653722,48.700497,Venezuela,F
1985,30,0.001546619,0.007704497,95007,473277,4177256,43.968033,Venezuela,F
1985,35,0.002147309,0.010681495,94275,468957,3703979,39.289227,Venezuela,F
1985,40,0.003142677,0.015595755,93268,462848,3235023,34.685356,Venezuela,F
1985,45,0.004755096,0.023507209,91814,453886,2772175,30.193678,Venezuela,F
1985,50,0.007329715,0.036015026,89655,440525,2318290,25.857944,Venezuela,F
1985,55,0.011480543,0.055863492,86426,420543,1877765,21.726873,Venezuela,F
1985,60,0.018087871,0.086676642,81598,391015,1457223,17.858589,Venezuela,F
1985,65,0.028199023,0.13205776,74526,349007,1066208,14.306666,Venezuela,F
1985,70,0.045247234,0.20407498,64684,291738,717202,11.087841,Venezuela,F
1985,75,0.075250566,0.3186959,51484,218039,425465,8.2641211,Venezuela,F
1985,80,0.12655583,0.4853591,35076,134521,207426,5.9136462,Venezuela,F
1985,85,0.24760112,1,18052,72906,72906,4.038754,Venezuela,F
1995,0,0.019851744,0.019506529,100000,98262,7277010,72.770096,Venezuela,F
1995,1,0.0009351,0.003731649,98050,391280,7178749,73.215675,Venezuela,F
1995,5,0.000369733,0.00184679,97684,487922,6787469,69.484322,Venezuela,F
1995,10,0.000494641,0.002470271,97504,486938,6299548,64.608719,Venezuela,F
1995,15,0.000640535,0.003197757,97263,485565,5812611,59.762276,Venezuela,F
1995,20,0.000822828,0.00410603,96952,483801,5327046,54.945652,Venezuela,F
1995,25,0.001075406,0.005363188,96554,481523,4843246,50.161472,Venezuela,F
1995,30,0.001426114,0.007106248,96036,478539,4361723,45.417927,Venezuela,F
1995,35,0.001947677,0.009693073,95353,474546,3883185,40.72438,Venezuela,F
1995,40,0.002790363,0.013859003,94429,469002,3408639,36.097542,Venezuela,F
1995,45,0.004170645,0.020646561,93120,460986,2939637,31.568308,Venezuela,F
1995,50,0.006400034,0.031516079,91198,449089,2478652,27.179012,Venezuela,F
1995,55,0.009976965,0.048718281,88324,431289,2029564,22.978853,Venezuela,F
1995,60,0.015626675,0.075308986,84021,404915,1598275,19.022522,Venezuela,F
1995,65,0.024419598,0.11533836,77693,366958,1193361,15.360011,Venezuela,F
1995,70,0.039882693,0.18199334,68732,313638,826404,12.023606,Venezuela,F
1995,75,0.067853175,0.29175436,56224,241748,512766,9.1202068,Venezuela,F
1995,80,0.11765793,0.45874864,39820,155258,271019,6.806138,Venezuela,F
1995,85,0.18618035,1,21553,115762,115762,5.3711357,Venezuela,F
2006,0,0.013122093,0.012967065,100000,98819,7494886,74.948853,Venezuela,F
2006,1,0.000640385,0.00255745,98704,394183,7396067,74.93232,Venezuela,F
2006,5,0.00030242,0.001510845,98451,491846,7001884,71.12059,Venezuela,F
2006,10,0.000449323,0.002244195,98303,490982,6510039,66.2248,Venezuela,F
2006,15,0.000612988,0.003060439,98082,489688,6019058,61.367912,Venezuela,F
2006,20,0.00079683,0.003976547,97782,487974,5529371,56.548317,Venezuela,F
2006,25,0.001024428,0.005109576,97393,485769,5041397,51.763702,Venezuela,F
2006,30,0.001316803,0.006563272,96895,482949,4555629,47.016197,Venezuela,F
2006,35,0.001751755,0.008722106,96259,479280,4072681,42.309639,Venezuela,F
2006,40,0.002463906,0.01224711,95420,474293,3593401,37.659039,Venezuela,F
2006,45,0.003606157,0.01787607,94251,467211,3119109,33.093735,Venezuela,F
2006,50,0.005394701,0.026628735,92566,456914,2651899,28.648766,Venezuela,F
2006,55,0.008245517,0.040427551,90101,441763,2194986,24.361387,Venezuela,F
2006,60,0.012818673,0.062180396,86459,419390,1753223,20.278212,Venezuela,F
2006,65,0.02012266,0.095978096,81083,386735,1333833,16.450333,Venezuela,F
2006,70,0.033817869,0.15639581,73301,338989,947098,12.920794,Venezuela,F
2006,75,0.060055345,0.26244918,61837,270233,608110,9.8341656,Venezuela,F
2006,80,0.10826641,0.42968339,45608,181006,337877,7.4083619,Venezuela,F
2006,85,0.1658089,1,26011,156872,156872,6.0310392,Venezuela,F
1944,0,0.17113057,0.15400036,100000,89990,4309997,43.099964,Colombia,F
1944,1,0.029807311,0.11053444,84600,313722,4220007,49.881893,Colombia,F
1944,5,0.004818797,0.023778876,75249,371324,3906285,51.911613,Colombia,F
1944,10,0.00478,0.02362893,73460,363132,3534962,48.121277,Colombia,F
1944,15,0.005405359,0.026680673,71724,354026,3171830,44.222927,Colombia,F
1944,20,0.006349675,0.031271815,69811,343811,2817805,40.363895,Colombia,F
1944,25,0.007705656,0.037828691,67627,331995,2473994,36.582966,Colombia,F
1944,30,0.009277025,0.045374863,65069,318258,2141999,32.919037,Colombia,F
1944,35,0.010976786,0.053475164,62117,302610,1823742,29.360149,Colombia,F
1944,40,0.013130816,0.063648269,58795,284992,1521133,25.872,Colombia,F
1944,45,0.016207106,0.078001499,55053,264956,1236141,22.453907,Colombia,F
1944,50,0.021189565,0.10082059,50759,241510,971185,19.133556,Colombia,F
1944,55,0.029370278,0.13718164,45641,213178,729676,15.987384,Colombia,F
1944,60,0.041598722,0.18911314,39380,179025,516499,13.115877,Colombia,F
1944,65,0.058856782,0.25785962,31933,139901,337474,10.568366,Colombia,F
1944,70,0.083065331,0.34629115,23699,98797,197574,8.3370066,Colombia,F
1944,75,0.11790629,0.45950344,15492,60375,98778,6.3760877,Colombia,F
1944,80,0.16642039,0.59460956,8374,29918,38403,4.5863309,Colombia,F
1944,85,0.40003255,1,3395,8486,8486,2.4997966,Colombia,F
1957,0,0.10266021,0.096130922,100000,93640,5403626,54.036259,Colombia,F
1957,1,0.014522198,0.055950072,90387,348237,5309987,58.747292,Colombia,F
1957,5,0.002723851,0.013517994,85330,423477,4961750,58.147945,Colombia,F
1957,10,0.002574109,0.012791522,84177,418298,4538274,53.913929,Colombia,F
1957,15,0.002897041,0.014385188,83100,412629,4119977,49.578815,Colombia,F
1957,20,0.003460675,0.017160842,81905,406148,3707348,45.264481,Colombia,F
1957,25,0.004369562,0.021621069,80499,398316,3301201,41.009422,Colombia,F
1957,30,0.005507409,0.027177813,78759,388654,2902885,36.858227,Colombia,F
1957,35,0.006772886,0.03332277,76618,376961,2514231,32.8153,Colombia,F
1957,40,0.008500515,0.041652802,74065,362919,2137271,28.856867,Colombia,F
1957,45,0.011105265,0.054084823,70980,345685,1774352,24.998074,Colombia,F
1957,50,0.015145694,0.073072314,67141,323929,1428668,21.278732,Colombia,F
1957,55,0.021725766,0.10324542,62235,295752,1104739,17.75123,Colombia,F
1957,60,0.032226857,0.14956617,55810,259013,808988,14.495625,Colombia,F
1957,65,0.0475927,0.2135691,47462,212983,549976,11.587715,Colombia,F
1957,70,0.070457742,0.30133361,37326,159634,336993,9.0284863,Colombia,F
1957,75,0.10621469,0.42319468,26079,103904,177360,6.8010812,Colombia,F
1957,80,0.15997373,0.57796609,15042,54345,73456,4.8833613,Colombia,F
1957,85,0.33218467,1,6349,19111,19111,3.0103738,Colombia,F
1968,0,0.069371112,0.065930746,100000,95041,6009779,60.097782,Colombia,F
1968,1,0.010734985,0.041781344,93407,363547,5914738,63.322258,Colombia,F
1968,5,0.001741471,0.008665853,89505,445389,5551192,62.02153,Colombia,F
1968,10,0.001610953,0.008023742,88729,441935,5105803,57.544029,Colombia,F
1968,15,0.00175167,0.008721684,88017,438242,4663869,52.988453,Colombia,F
1968,20,0.00207876,0.010342205,87250,434080,4225628,48.431789,Colombia,F
1968,25,0.002675149,0.013290415,86347,428980,3791548,43.910744,Colombia,F
1968,30,0.003492645,0.017318061,85200,422455,3362569,39.467178,Colombia,F
1968,35,0.004527634,0.022394817,83724,414119,2940114,35.116898,Colombia,F
1968,40,0.006031215,0.029725796,81849,403404,2525996,30.86179,Colombia,F
1968,45,0.008272596,0.040557735,79416,389348,2122592,26.727631,Colombia,F
1968,50,0.011776828,0.057265565,76195,370502,1733244,22.747559,Colombia,F
1968,55,0.017610427,0.084481522,71832,344593,1362743,18.971405,Colombia,F
1968,60,0.026894785,0.12632027,65763,308878,1018150,15.482113,Colombia,F
1968,65,0.040768385,0.18567474,57456,261676,709273,12.344663,Colombia,F
1968,70,0.062746271,0.27266973,46788,203321,447597,9.5665493,Colombia,F
1968,75,0.098271452,0.39758602,34031,137679,244277,7.178247,Colombia,F
1968,80,0.15444653,0.56339723,20501,74782,106598,5.1998353,Colombia,F
1968,85,0.28131825,1,8951,31817,31817,3.554693,Colombia,F
1979,0,0.042608984,0.041159462,100000,96599,6663750,66.637497,Colombia,F
1979,1,0.00430326,0.017026722,95885,379385,6567152,68.490547,Colombia,F
1979,5,0.000812666,0.004054271,94252,470207,6187767,65.65168,Colombia,F
1979,10,0.000896009,0.004470432,93870,468340,5717561,60.909771,Colombia,F
1979,15,0.001060335,0.00528822,93450,466063,5249221,56.171612,Colombia,F
1979,20,0.00129366,0.006448279,92956,463340,4783159,51.456417,Colombia,F
1979,25,0.001661038,0.008272213,92357,459948,4319820,46.773502,Colombia,F
1979,30,0.002184883,0.010867431,91593,455572,3859873,42.141964,Colombia,F
1979,35,0.002934214,0.014568478,90597,449817,3404301,37.576405,Colombia,F
1979,40,0.004110429,0.020351378,89277,442024,2954485,33.093491,Colombia,F
1979,45,0.005978799,0.029471111,87460,431114,2512461,28.726967,Colombia,F
1979,50,0.008953886,0.043827605,84883,415484,2081347,24.520338,Colombia,F
1979,55,0.013728842,0.066454582,81163,392867,1665863,20.525089,Colombia,F
1979,60,0.021461768,0.10205231,75769,360286,1272996,16.80109,Colombia,F
1979,65,0.033618812,0.15554397,68037,314784,912711,13.415053,Colombia,F
1979,70,0.053623125,0.23754469,57454,254514,597928,10.407124,Colombia,F
1979,75,0.087410882,0.36126584,43806,181048,343414,7.8394508,Colombia,F
1979,80,0.1436269,0.53404629,27981,104039,162366,5.8028665,Colombia,F
1979,85,0.22352429,1,13038,58328,58328,4.4737868,Colombia,F
1989,0,0.026101176,0.025519388,100000,97772,7019049,70.190491,Colombia,F
1989,1,0.001771913,0.007056177,97449,388062,6921278,71.025299,Colombia,F
1989,5,0.000451077,0.002252589,96761,483203,6533217,67.519493,Colombia,F
1989,10,0.000600635,0.002998851,96543,482018,6050014,62.666851,Colombia,F
1989,15,0.000783151,0.003908407,96253,480362,5567997,57.847523,Colombia,F
1989,20,0.000999017,0.004983139,95877,478238,5087635,53.064301,Colombia,F
1989,25,0.001289845,0.006429322,95400,475523,4609397,48.317028,Colombia,F
1989,30,0.00167376,0.008335318,94786,472033,4133874,43.612862,Colombia,F
1989,35,0.002239416,0.011137222,93996,467466,3661842,38.957588,Colombia,F
1989,40,0.003198846,0.015872372,92949,461203,3194377,34.367073,Colombia,F
1989,45,0.004811099,0.023780905,91474,452147,2733174,29.879425,Colombia,F
1989,50,0.007435098,0.036523752,89299,438663,2281027,25.543957,Colombia,F
1989,55,0.011744316,0.057111803,86037,418391,1842364,21.413723,Colombia,F
1989,60,0.01880675,0.08997272,81123,388098,1423974,17.553291,Colombia,F
1989,65,0.029940382,0.13966595,73825,344375,1035877,14.031695,Colombia,F
1989,70,0.048496552,0.21720222,63514,284459,691503,10.887508,Colombia,F
1989,75,0.080712818,0.33807528,49719,208251,407044,8.1870365,Colombia,F
1989,80,0.13517769,0.51032537,32910,124242,198794,6.0405922,Colombia,F
1989,85,0.2161563,1,16116,74553,74553,4.6262817,Colombia,F
1999,0,0.020205542,0.019848427,100000,98233,7345313,73.453125,Colombia,F
1999,1,0.001059836,0.004228104,98016,391022,7247080,73.938354,Colombia,F
1999,5,0.000330509,0.001651045,97601,487561,6856059,70.245972,Colombia,F
1999,10,0.000505313,0.002523505,97440,486608,6368498,65.358421,Colombia,F
1999,15,0.000678944,0.003389199,97194,485178,5881890,60.517189,Colombia,F
1999,20,0.000870915,0.004345493,96865,483312,5396713,55.714149,Colombia,F
1999,25,0.001103466,0.005502758,96444,480944,4913401,50.945965,Colombia,F
1999,30,0.001375792,0.006856321,95913,477986,4432458,46.213474,Colombia,F
1999,35,0.001774664,0.008835686,95256,474256,3954473,41.514565,Colombia,F
1999,40,0.002447232,0.012164713,94414,469311,3480218,36.861465,Colombia,F
1999,45,0.003572519,0.017710742,93265,462361,3010907,32.283382,Colombia,F
1999,50,0.005462339,0.026958281,91614,452139,2548547,27.818575,Colombia,F
1999,55,0.008618477,0.04221911,89144,436685,2096409,23.51726,Colombia,F
1999,60,0.013796353,0.066770896,85380,413217,1659724,19.439295,Colombia,F
1999,65,0.022213863,0.10544756,79679,378231,1246507,15.644116,Colombia,F
1999,70,0.037661646,0.17269838,71277,326843,868277,12.181724,Colombia,F
1999,75,0.066160657,0.28547412,58968,254437,541435,9.1818991,Colombia,F
1999,80,0.11804853,0.45993537,42134,164161,286998,6.8115611,Colombia,F
1999,85,0.18524507,1,22756,122838,122838,5.3982544,Colombia,F
2008,0,0.015084212,0.014880988,100000,98653,7583551,75.835503,Colombia,F
2008,1,0.001135183,0.004527883,98512,392933,7484898,75.97963,Colombia,F
2008,5,0.000240697,0.00120269,98066,490005,7091966,72.318398,Colombia,F
2008,10,0.000370214,0.001849428,97948,489305,6601961,67.402771,Colombia,F
2008,15,0.00051027,0.002548232,97767,488236,6112656,62.522839,Colombia,F
2008,20,0.000664343,0.00331643,97518,486812,5624420,57.675926,Colombia,F
2008,25,0.000846942,0.004226122,97195,484986,5137608,52.859188,Colombia,F
2008,30,0.001061533,0.005294176,96784,482688,4652623,48.072491,Colombia,F
