"","Age","Cause","Contribution","Period1","Period2","Sex","Country","Sources","e01","e02","Cause.name","Country.name"
"94409",15,8,0.000589173777552162,"2005-2010","2010-2015",2,2340,"UN",74.0486764734869,75.3301229097955,"Endocrine","NICARAGUA"
"94430",25,9,0.00251076245813815,"2005-2010","2010-2015",2,2340,"UN",74.0486764734869,75.3301229097955,"Digestive","NICARAGUA"
"94451",35,10,0.00121997954751649,"2005-2010","2010-2015",2,2340,"UN",74.0486764734869,75.3301229097955,"Genitourinary","NICARAGUA"
"94472",45,11,-0.000425342331338379,"2005-2010","2010-2015",2,2340,"UN",74.0486764734869,75.3301229097955,"Perinatal","NICARAGUA"
"94493",55,12,0.0115948580678031,"2005-2010","2010-2015",2,2340,"UN",74.0486764734869,75.3301229097955,"Respiratory","NICARAGUA"
"94514",65,13,-0.00277599314889674,"2005-2010","2010-2015",2,2340,"UN",74.0486764734869,75.3301229097955,"External","NICARAGUA"
"94535",75,14,-0.000322795348773037,"2005-2010","2010-2015",2,2340,"UN",74.0486764734869,75.3301229097955,"Homicide","NICARAGUA"
"94556",85,15,0,"2005-2010","2010-2015",2,2340,"UN",74.0486764734869,75.3301229097955,"Rest","NICARAGUA"
"94564",30,2,-0.0377356328937926,"1990-1995","1995-2000",1,2020,"UN",68.2930823628949,69.2640563871489,"Infectious","ARGENTINA"
"94585",40,3,0.00816140126718504,"1990-1995","1995-2000",1,2020,"UN",68.2930823628949,69.2640563871489,"Neoplasms","ARGENTINA"
"94606",50,4,0.100220963162959,"1990-1995","1995-2000",1,2020,"UN",68.2930823628949,69.2640563871489,"Circulatory","ARGENTINA"
"94627",60,5,-0.0294819820271876,"1990-1995","1995-2000",1,2020,"UN",68.2930823628949,69.2640563871489,"Abnormal","ARGENTINA"
"94648",70,6,0.000397448406762464,"1990-1995","1995-2000",1,2020,"UN",68.2930823628949,69.2640563871489,"Mental","ARGENTINA"
"94669",80,7,-0.00104118761187211,"1990-1995","1995-2000",1,2020,"UN",68.2930823628949,69.2640563871489,"Nervous","ARGENTINA"
"94690",0,9,0.00219230807700369,"1990-1995","1995-2000",1,2020,"UN",68.2930823628949,69.2640563871489,"Digestive","ARGENTINA"
"94711",5,10,0.000171429224918647,"1990-1995","1995-2000",1,2020,"UN",68.2930823628949,69.2640563871489,"Genitourinary","ARGENTINA"
"94732",15,11,0.00085639107802836,"1990-1995","1995-2000",1,2020,"UN",68.2930823628949,69.2640563871489,"Perinatal","ARGENTINA"
"94753",25,12,-0.0048766628393025,"1990-1995","1995-2000",1,2020,"UN",68.2930823628949,69.2640563871489,"Respiratory","ARGENTINA"
"94774",35,13,-0.0147675405044516,"1990-1995","1995-2000",1,2020,"UN",68.2930823628949,69.2640563871489,"External","ARGENTINA"
"94795",45,14,0.000244713301966366,"1990-1995","1995-2000",1,2020,"UN",68.2930823628949,69.2640563871489,"Homicide","ARGENTINA"
"94816",55,15,0.000325463638434931,"1990-1995","1995-2000",1,2020,"UN",68.2930823628949,69.2640563871489,"Rest","ARGENTINA"
"94837",65,2,-0.00364756028596672,"1995-2000","2000-2005",1,2020,"UN",69.2640563871489,70.1416803310799,"Infectious","ARGENTINA"
"94858",75,3,0.00488860775322667,"1995-2000","2000-2005",1,2020,"UN",69.2640563871489,70.1416803310799,"Neoplasms","ARGENTINA"
"94879",85,4,0,"1995-2000","2000-2005",1,2020,"UN",69.2640563871489,70.1416803310799,"Circulatory","ARGENTINA"
"94900",1,6,2.22770014146767e-05,"1995-2000","2000-2005",1,2020,"UN",69.2640563871489,70.1416803310799,"Mental","ARGENTINA"
"94921",10,7,-0.00125040926985614,"1995-2000","2000-2005",1,2020,"UN",69.2640563871489,70.1416803310799,"Nervous","ARGENTINA"
"94942",20,8,0.00647543011549245,"1995-2000","2000-2005",1,2020,"UN",69.2640563871489,70.1416803310799,"Endocrine","ARGENTINA"
"94963",30,9,0.00297663513751775,"1995-2000","2000-2005",1,2020,"UN",69.2640563871489,70.1416803310799,"Digestive","ARGENTINA"
"94984",40,10,-0.000253875523336387,"1995-2000","2000-2005",1,2020,"UN",69.2640563871489,70.1416803310799,"Genitourinary","ARGENTINA"
"95005",50,11,0.000161179306280301,"1995-2000","2000-2005",1,2020,"UN",69.2640563871489,70.1416803310799,"Perinatal","ARGENTINA"
"95026",60,12,-0.0104198974029823,"1995-2000","2000-2005",1,2020,"UN",69.2640563871489,70.1416803310799,"Respiratory","ARGENTINA"
"95047",70,13,0.000643337640713831,"1995-2000","2000-2005",1,2020,"UN",69.2640563871489,70.1416803310799,"External","ARGENTINA"
"95068",80,14,-0.000274701467366636,"1995-2000","2000-2005",1,2020,"UN",69.2640563871489,70.1416803310799,"Homicide","ARGENTINA"
"95089",0,2,0.00578055100150069,"2000-2005","2005-2010",1,2020,"UN",70.1416803310799,70.7839300290613,"Infectious","ARGENTINA"
"95110",5,3,0.00131279651047361,"2000-2005","2005-2010",1,2020,"UN",70.1416803310799,70.7839300290613,"Neoplasms","ARGENTINA"
"95131",15,4,0.00044393108072514,"2000-2005","2005-2010",1,2020,"UN",70.1416803310799,70.7839300290613,"Circulatory","ARGENTINA"
"95152",25,5,-0.000583593841588731,"2000-2005","2005-2010",1,2020,"UN",70.1416803310799,70.7839300290613,"Abnormal","ARGENTINA"
"95173",35,6,0.00210443026334228,"2000-2005","2005-2010",1,2020,"UN",70.1416803310799,70.7839300290613,"Mental","ARGENTINA"
"95194",45,7,-0.000180932246562815,"2000-2005","2005-2010",1,2020,"UN",70.1416803310799,70.7839300290613,"Nervous","ARGENTINA"
"95215",55,8,0.00679676056032083,"2000-2005","2005-2010",1,2020,"UN",70.1416803310799,70.7839300290613,"Endocrine","ARGENTINA"
"95236",65,9,-0.00168912566847973,"2000-2005","2005-2010",1,2020,"UN",70.1416803310799,70.7839300290613,"Digestive","ARGENTINA"
"95257",75,10,0.000330068261205107,"2000-2005","2005-2010",1,2020,"UN",70.1416803310799,70.7839300290613,"Genitourinary","ARGENTINA"
"95278",85,11,0,"2000-2005","2005-2010",1,2020,"UN",70.1416803310799,70.7839300290613,"Perinatal","ARGENTINA"
"95299",1,13,0.000741577747913218,"2000-2005","2005-2010",1,2020,"UN",70.1416803310799,70.7839300290613,"External","ARGENTINA"
"95320",10,14,0.00147820945371975,"2000-2005","2005-2010",1,2020,"UN",70.1416803310799,70.7839300290613,"Homicide","ARGENTINA"
"95341",20,15,-9.34346370270212e-05,"2000-2005","2005-2010",1,2020,"UN",70.1416803310799,70.7839300290613,"Rest","ARGENTINA"
"95362",30,2,0.00921458162260099,"2005-2010","2010-2015",1,2020,"UN",70.7839300290613,71.4990954555203,"Infectious","ARGENTINA"
"95383",40,3,0.00763700507475776,"2005-2010","2010-2015",1,2020,"UN",70.7839300290613,71.4990954555203,"Neoplasms","ARGENTINA"
"95404",50,4,0.0155359529037391,"2005-2010","2010-2015",1,2020,"UN",70.7839300290613,71.4990954555203,"Circulatory","ARGENTINA"
"95425",60,5,0.0103656294410576,"2005-2010","2010-2015",1,2020,"UN",70.7839300290613,71.4990954555203,"Abnormal","ARGENTINA"
"95446",70,6,0.00092461000391794,"2005-2010","2010-2015",1,2020,"UN",70.7839300290613,71.4990954555203,"Mental","ARGENTINA"
"95467",80,7,0.00050038109840259,"2005-2010","2010-2015",1,2020,"UN",70.7839300290613,71.4990954555203,"Nervous","ARGENTINA"
"95488",0,9,0.000409059349576928,"2005-2010","2010-2015",1,2020,"UN",70.7839300290613,71.4990954555203,"Digestive","ARGENTINA"
"95509",5,10,0.000116257285686229,"2005-2010","2010-2015",1,2020,"UN",70.7839300290613,71.4990954555203,"Genitourinary","ARGENTINA"
"95530",15,11,0.000634209834173046,"2005-2010","2010-2015",1,2020,"UN",70.7839300290613,71.4990954555203,"Perinatal","ARGENTINA"
"95551",25,12,0.00219742912434843,"2005-2010","2010-2015",1,2020,"UN",70.7839300290613,71.4990954555203,"Respiratory","ARGENTINA"
"95572",35,13,-0.00257991154845925,"2005-2010","2010-2015",1,2020,"UN",70.7839300290613,71.4990954555203,"External","ARGENTINA"
"95593",45,14,0.000947826114138735,"2005-2010","2010-2015",1,2020,"UN",70.7839300290613,71.4990954555203,"Homicide","ARGENTINA"
"95614",55,15,-0.000531094776029223,"2005-2010","2010-2015",1,2020,"UN",70.7839300290613,71.4990954555203,"Rest","ARGENTINA"
"95635",65,2,-0.00654431807198882,"1990-1995","1995-2000",2,2020,"UN",74.8305342460154,75.6845559973876,"Infectious","ARGENTINA"
"95656",75,3,0.00521797355389446,"1990-1995","1995-2000",2,2020,"UN",74.8305342460154,75.6845559973876,"Neoplasms","ARGENTINA"
"95677",85,4,0,"1990-1995","1995-2000",2,2020,"UN",74.8305342460154,75.6845559973876,"Circulatory","ARGENTINA"
"95698",1,6,7.36222024902228e-06,"1990-1995","1995-2000",2,2020,"UN",74.8305342460154,75.6845559973876,"Mental","ARGENTINA"
"95719",10,7,-0.000180321345421731,"1990-1995","1995-2000",2,2020,"UN",74.8305342460154,75.6845559973876,"Nervous","ARGENTINA"
"95740",20,8,0.00297362658184668,"1990-1995","1995-2000",2,2020,"UN",74.8305342460154,75.6845559973876,"Endocrine","ARGENTINA"
"95761",30,9,0.00110479620925036,"1990-1995","1995-2000",2,2020,"UN",74.8305342460154,75.6845559973876,"Digestive","ARGENTINA"
"95782",40,10,0.00172534183676823,"1990-1995","1995-2000",2,2020,"UN",74.8305342460154,75.6845559973876,"Genitourinary","ARGENTINA"
"95803",50,11,-4.08656371445788e-05,"1990-1995","1995-2000",2,2020,"UN",74.8305342460154,75.6845559973876,"Perinatal","ARGENTINA"
"95824",60,12,-0.0212440682449616,"1990-1995","1995-2000",2,2020,"UN",74.8305342460154,75.6845559973876,"Respiratory","ARGENTINA"
"95845",70,13,0.0047696639222623,"1990-1995","1995-2000",2,2020,"UN",74.8305342460154,75.6845559973876,"External","ARGENTINA"
"95866",80,14,-6.38885442155443e-05,"1990-1995","1995-2000",2,2020,"UN",74.8305342460154,75.6845559973876,"Homicide","ARGENTINA"
"95887",0,2,0.0408179594861388,"1995-2000","2000-2005",2,2020,"UN",75.6845559973876,76.567560432065,"Infectious","ARGENTINA"
"95908",5,3,0.000756307396726024,"1995-2000","2000-2005",2,2020,"UN",75.6845559973876,76.567560432065,"Neoplasms","ARGENTINA"
"95929",15,4,0.00358106490526588,"1995-2000","2000-2005",2,2020,"UN",75.6845559973876,76.567560432065,"Circulatory","ARGENTINA"
"95950",25,5,-0.000945449389738398,"1995-2000","2000-2005",2,2020,"UN",75.6845559973876,76.567560432065,"Abnormal","ARGENTINA"
"95971",35,6,0.000681060856635004,"1995-2000","2000-2005",2,2020,"UN",75.6845559973876,76.567560432065,"Mental","ARGENTINA"
"95992",45,7,-0.000208007385786883,"1995-2000","2000-2005",2,2020,"UN",75.6845559973876,76.567560432065,"Nervous","ARGENTINA"
"96013",55,8,0.00201130906274562,"1995-2000","2000-2005",2,2020,"UN",75.6845559973876,76.567560432065,"Endocrine","ARGENTINA"
"96034",65,9,0.00211069044922742,"1995-2000","2000-2005",2,2020,"UN",75.6845559973876,76.567560432065,"Digestive","ARGENTINA"
"96055",75,10,-0.00204683403017521,"1995-2000","2000-2005",2,2020,"UN",75.6845559973876,76.567560432065,"Genitourinary","ARGENTINA"
"96076",85,11,0,"1995-2000","2000-2005",2,2020,"UN",75.6845559973876,76.567560432065,"Perinatal","ARGENTINA"
"96097",1,13,0.00512417823731486,"1995-2000","2000-2005",2,2020,"UN",75.6845559973876,76.567560432065,"External","ARGENTINA"
"96118",10,14,-0.000269663401117806,"1995-2000","2000-2005",2,2020,"UN",75.6845559973876,76.567560432065,"Homicide","ARGENTINA"
"96139",20,15,0.000673149746432031,"1995-2000","2000-2005",2,2020,"UN",75.6845559973876,76.567560432065,"Rest","ARGENTINA"
"96160",30,2,0,"2000-2005","2005-2010",2,2020,"UN",76.567560432065,77.1460893630971,"Infectious","ARGENTINA"
"96181",40,3,0.0139582330164985,"2000-2005","2005-2010",2,2020,"UN",76.567560432065,77.1460893630971,"Neoplasms","ARGENTINA"
"96202",50,4,0.0319785120557955,"2000-2005","2005-2010",2,2020,"UN",76.567560432065,77.1460893630971,"Circulatory","ARGENTINA"
"96223",60,5,-0.000836944578902549,"2000-2005","2005-2010",2,2020,"UN",76.567560432065,77.1460893630971,"Abnormal","ARGENTINA"
"96244",70,6,0.000852405620798753,"2000-2005","2005-2010",2,2020,"UN",76.567560432065,77.1460893630971,"Mental","ARGENTINA"
"96265",80,7,0.000606358952735055,"2000-2005","2005-2010",2,2020,"UN",76.567560432065,77.1460893630971,"Nervous","ARGENTINA"
"96286",0,9,-1.90273511177474e-05,"2000-2005","2005-2010",2,2020,"UN",76.567560432065,77.1460893630971,"Digestive","ARGENTINA"
"96307",5,10,0.0002733295821754,"2000-2005","2005-2010",2,2020,"UN",76.567560432065,77.1460893630971,"Genitourinary","ARGENTINA"
"96328",15,11,0.000524267607992755,"2000-2005","2005-2010",2,2020,"UN",76.567560432065,77.1460893630971,"Perinatal","ARGENTINA"
"96349",25,12,-0.00365743037343235,"2000-2005","2005-2010",2,2020,"UN",76.567560432065,77.1460893630971,"Respiratory","ARGENTINA"
"96370",35,13,0.000461108997439158,"2000-2005","2005-2010",2,2020,"UN",76.567560432065,77.1460893630971,"External","ARGENTINA"
"96391",45,14,0.00110376038704735,"2000-2005","2005-2010",2,2020,"UN",76.567560432065,77.1460893630971,"Homicide","ARGENTINA"
"96412",55,15,-0.000839585801084666,"2000-2005","2005-2010",2,2020,"UN",76.567560432065,77.1460893630971,"Rest","ARGENTINA"
"96433",65,2,0.00525795163293167,"2005-2010","2010-2015",2,2020,"UN",77.1460893630971,77.734671645523,"Infectious","ARGENTINA"
"96454",75,3,0.0150854575030313,"2005-2010","2010-2015",2,2020,"UN",77.1460893630971,77.734671645523,"Neoplasms","ARGENTINA"
"96475",85,4,0,"2005-2010","2010-2015",2,2020,"UN",77.1460893630971,77.734671645523,"Circulatory","ARGENTINA"
"96496",1,6,-2.66654178988782e-05,"2005-2010","2010-2015",2,2020,"UN",77.1460893630971,77.734671645523,"Mental","ARGENTINA"
"96517",10,7,0.0011123662006528,"2005-2010","2010-2015",2,2020,"UN",77.1460893630971,77.734671645523,"Nervous","ARGENTINA"
"96538",20,8,4.76914139192586e-05,"2005-2010","2010-2015",2,2020,"UN",77.1460893630971,77.734671645523,"Endocrine","ARGENTINA"
"96559",30,9,0.00167417103688288,"2005-2010","2010-2015",2,2020,"UN",77.1460893630971,77.734671645523,"Digestive","ARGENTINA"
"96580",40,10,7.66375290653273e-05,"2005-2010","2010-2015",2,2020,"UN",77.1460893630971,77.734671645523,"Genitourinary","ARGENTINA"
"96601",50,11,-0.000430909004636252,"2005-2010","2010-2015",2,2020,"UN",77.1460893630971,77.734671645523,"Perinatal","ARGENTINA"
"96622",60,12,0.000214572305211466,"2005-2010","2010-2015",2,2020,"UN",77.1460893630971,77.734671645523,"Respiratory","ARGENTINA"
"96643",70,13,0.00279270124230444,"2005-2010","2010-2015",2,2020,"UN",77.1460893630971,77.734671645523,"External","ARGENTINA"
"96664",80,14,5.0511097835637e-05,"2005-2010","2010-2015",2,2020,"UN",77.1460893630971,77.734671645523,"Homicide","ARGENTINA"
"96686",1,2,0.070910812605319,"1995-2000","2000-2005",1,2060,"UN",57.1618103894146,59.681526442051,"Infectious","BOLIVIA"
"96707",10,3,-0.00436599388586572,"1995-2000","2000-2005",1,2060,"UN",57.1618103894146,59.681526442051,"Neoplasms","BOLIVIA"
"96728",20,4,0.0050990352240189,"1995-2000","2000-2005",1,2060,"UN",57.1618103894146,59.681526442051,"Circulatory","BOLIVIA"
"96749",30,5,0.0347853368665032,"1995-2000","2000-2005",1,2060,"UN",57.1618103894146,59.681526442051,"Abnormal","BOLIVIA"
"96770",40,6,0.00933900155990043,"1995-2000","2000-2005",1,2060,"UN",57.1618103894146,59.681526442051,"Mental","BOLIVIA"
"96791",50,7,0.00960928282357854,"1995-2000","2000-2005",1,2060,"UN",57.1618103894146,59.681526442051,"Nervous","BOLIVIA"
"96812",60,8,-0.00413344806574883,"1995-2000","2000-2005",1,2060,"UN",57.1618103894146,59.681526442051,"Endocrine","BOLIVIA"
"96833",70,9,0.00557993174907394,"1995-2000","2000-2005",1,2060,"UN",57.1618103894146,59.681526442051,"Digestive","BOLIVIA"
"96854",80,10,-0.00136304494786982,"1995-2000","2000-2005",1,2060,"UN",57.1618103894146,59.681526442051,"Genitourinary","BOLIVIA"
"96875",0,12,0.291449854149929,"1995-2000","2000-2005",1,2060,"UN",57.1618103894146,59.681526442051,"Respiratory","BOLIVIA"
"96896",5,13,0.0283456497508941,"1995-2000","2000-2005",1,2060,"UN",57.1618103894146,59.681526442051,"External","BOLIVIA"
"96917",15,14,0.00112373158811985,"1995-2000","2000-2005",1,2060,"UN",57.1618103894146,59.681526442051,"Homicide","BOLIVIA"
"96938",25,15,-0.00442009252408542,"1995-2000","2000-2005",1,2060,"UN",57.1618103894146,59.681526442051,"Rest","BOLIVIA"
"96959",35,2,0.00254383689839079,"1995-2000","2000-2005",2,2060,"UN",60.9003779971196,63.6307314041274,"Infectious","BOLIVIA"
"96980",45,3,0.0177524685632277,"1995-2000","2000-2005",2,2060,"UN",60.9003779971196,63.6307314041274,"Neoplasms","BOLIVIA"
"97001",55,4,0.00745895680803767,"1995-2000","2000-2005",2,2060,"UN",60.9003779971196,63.6307314041274,"Circulatory","BOLIVIA"
"97022",65,5,0.108493192069836,"1995-2000","2000-2005",2,2060,"UN",60.9003779971196,63.6307314041274,"Abnormal","BOLIVIA"
"97043",75,6,-0.000458119683458948,"1995-2000","2000-2005",2,2060,"UN",60.9003779971196,63.6307314041274,"Mental","BOLIVIA"
"97064",85,7,0,"1995-2000","2000-2005",2,2060,"UN",60.9003779971196,63.6307314041274,"Nervous","BOLIVIA"
"97085",1,9,-0.0288786141719003,"1995-2000","2000-2005",2,2060,"UN",60.9003779971196,63.6307314041274,"Digestive","BOLIVIA"
"97106",10,10,0.00595560332853078,"1995-2000","2000-2005",2,2060,"UN",60.9003779971196,63.6307314041274,"Genitourinary","BOLIVIA"
"97127",20,11,0,"1995-2000","2000-2005",2,2060,"UN",60.9003779971196,63.6307314041274,"Perinatal","BOLIVIA"
"97148",30,12,0.00882377954992788,"1995-2000","2000-2005",2,2060,"UN",60.9003779971196,63.6307314041274,"Respiratory","BOLIVIA"
"97169",40,13,-0.0169122316314897,"1995-2000","2000-2005",2,2060,"UN",60.9003779971196,63.6307314041274,"External","BOLIVIA"
"97190",50,14,0.000585021922357331,"1995-2000","2000-2005",2,2060,"UN",60.9003779971196,63.6307314041274,"Homicide","BOLIVIA"
"97211",60,15,0.00964543331344787,"1995-2000","2000-2005",2,2060,"UN",60.9003779971196,63.6307314041274,"Rest","BOLIVIA"
"97233",75,2,0.00528387018716746,"1990-1995","1995-2000",1,2070,"UN",62.4477569916981,64.8012756879212,"Infectious","BRAZIL"
"97254",85,3,0,"1990-1995","1995-2000",1,2070,"UN",62.4477569916981,64.8012756879212,"Neoplasms","BRAZIL"
"97275",1,5,0.0306436006462173,"1990-1995","1995-2000",1,2070,"UN",62.4477569916981,64.8012756879212,"Abnormal","BRAZIL"
"97296",10,6,7.23820767109321e-05,"1990-1995","1995-2000",1,2070,"UN",62.4477569916981,64.8012756879212,"Mental","BRAZIL"
"97317",20,7,0.000473853008531909,"1990-1995","1995-2000",1,2070,"UN",62.4477569916981,64.8012756879212,"Nervous","BRAZIL"
"97338",30,8,0.0550966675146161,"1990-1995","1995-2000",1,2070,"UN",62.4477569916981,64.8012756879212,"Endocrine","BRAZIL"
"97359",40,9,0.00132228421204799,"1990-1995","1995-2000",1,2070,"UN",62.4477569916981,64.8012756879212,"Digestive","BRAZIL"
"97380",50,10,0.00266597584700102,"1990-1995","1995-2000",1,2070,"UN",62.4477569916981,64.8012756879212,"Genitourinary","BRAZIL"
"97401",60,11,1.72966507013672e-05,"1990-1995","1995-2000",1,2070,"UN",62.4477569916981,64.8012756879212,"Perinatal","BRAZIL"
"97422",70,12,0.020144479117947,"1990-1995","1995-2000",1,2070,"UN",62.4477569916981,64.8012756879212,"Respiratory","BRAZIL"
"97443",80,13,0.0015355621045882,"1990-1995","1995-2000",1,2070,"UN",62.4477569916981,64.8012756879212,"External","BRAZIL"
"97464",0,15,-0.00038610252925021,"1990-1995","1995-2000",1,2070,"UN",62.4477569916981,64.8012756879212,"Rest","BRAZIL"
"97485",5,2,0.00203755308700726,"1995-2000","2000-2005",1,2070,"UN",64.8012756879212,66.8363002653368,"Infectious","BRAZIL"
"97506",15,3,0.00105890433956877,"1995-2000","2000-2005",1,2070,"UN",64.8012756879212,66.8363002653368,"Neoplasms","BRAZIL"
"97527",25,4,0.00763154673878363,"1995-2000","2000-2005",1,2070,"UN",64.8012756879212,66.8363002653368,"Circulatory","BRAZIL"
"97548",35,5,0.0126811508073311,"1995-2000","2000-2005",1,2070,"UN",64.8012756879212,66.8363002653368,"Abnormal","BRAZIL"
"97569",45,6,-0.0022332545664473,"1995-2000","2000-2005",1,2070,"UN",64.8012756879212,66.8363002653368,"Mental","BRAZIL"
"97590",55,7,0.000354623756333824,"1995-2000","2000-2005",1,2070,"UN",64.8012756879212,66.8363002653368,"Nervous","BRAZIL"
"97611",65,8,-0.00125566397243945,"1995-2000","2000-2005",1,2070,"UN",64.8012756879212,66.8363002653368,"Endocrine","BRAZIL"
"97632",75,9,0.00259208422470346,"1995-2000","2000-2005",1,2070,"UN",64.8012756879212,66.8363002653368,"Digestive","BRAZIL"
"97653",85,10,0,"1995-2000","2000-2005",1,2070,"UN",64.8012756879212,66.8363002653368,"Genitourinary","BRAZIL"
"97674",1,12,0.0122145211113735,"1995-2000","2000-2005",1,2070,"UN",64.8012756879212,66.8363002653368,"Respiratory","BRAZIL"
"97695",10,13,0.0212168032376293,"1995-2000","2000-2005",1,2070,"UN",64.8012756879212,66.8363002653368,"External","BRAZIL"
"97716",20,14,-0.0156580148818072,"1995-2000","2000-2005",1,2070,"UN",64.8012756879212,66.8363002653368,"Homicide","BRAZIL"
"97737",30,15,0.000174919300888674,"1995-2000","2000-2005",1,2070,"UN",64.8012756879212,66.8363002653368,"Rest","BRAZIL"
"97758",40,2,0.00549249517156049,"2000-2005","2005-2010",1,2070,"UN",66.8363002653368,68.2383998254408,"Infectious","BRAZIL"
"97779",50,3,-0.00225885123907167,"2000-2005","2005-2010",1,2070,"UN",66.8363002653368,68.2383998254408,"Neoplasms","BRAZIL"
"97800",60,4,0.0238506913162743,"2000-2005","2005-2010",1,2070,"UN",66.8363002653368,68.2383998254408,"Circulatory","BRAZIL"
"97821",70,5,0.0621641496843596,"2000-2005","2005-2010",1,2070,"UN",66.8363002653368,68.2383998254408,"Abnormal","BRAZIL"
"97842",80,6,-0.00117085288129005,"2000-2005","2005-2010",1,2070,"UN",66.8363002653368,68.2383998254408,"Mental","BRAZIL"
"97863",0,8,0.0188150040043113,"2000-2005","2005-2010",1,2070,"UN",66.8363002653368,68.2383998254408,"Endocrine","BRAZIL"
"97884",5,9,0.00034276688669996,"2000-2005","2005-2010",1,2070,"UN",66.8363002653368,68.2383998254408,"Digestive","BRAZIL"
"97905",15,10,0.000388810983055099,"2000-2005","2005-2010",1,2070,"UN",66.8363002653368,68.2383998254408,"Genitourinary","BRAZIL"
"97926",25,11,-8.88485715989296e-05,"2000-2005","2005-2010",1,2070,"UN",66.8363002653368,68.2383998254408,"Perinatal","BRAZIL"
"97947",35,12,0.00467338958260729,"2000-2005","2005-2010",1,2070,"UN",66.8363002653368,68.2383998254408,"Respiratory","BRAZIL"
"97968",45,13,0.00275063242279563,"2000-2005","2005-2010",1,2070,"UN",66.8363002653368,68.2383998254408,"External","BRAZIL"
"97989",55,14,0.00230824634948961,"2000-2005","2005-2010",1,2070,"UN",66.8363002653368,68.2383998254408,"Homicide","BRAZIL"
"98010",65,15,-0.000969838243519896,"2000-2005","2005-2010",1,2070,"UN",66.8363002653368,68.2383998254408,"Rest","BRAZIL"
"98031",75,2,0.000876951489204163,"2005-2010","2010-2015",1,2070,"UN",68.2383998254408,69.579591339776,"Infectious","BRAZIL"
"98052",85,3,0,"2005-2010","2010-2015",1,2070,"UN",68.2383998254408,69.579591339776,"Neoplasms","BRAZIL"
"98073",1,5,0.0123622946441737,"2005-2010","2010-2015",1,2070,"UN",68.2383998254408,69.579591339776,"Abnormal","BRAZIL"
"98094",10,6,-9.81448889856946e-06,"2005-2010","2010-2015",1,2070,"UN",68.2383998254408,69.579591339776,"Mental","BRAZIL"
"98115",20,7,0.00049047643578285,"2005-2010","2010-2015",1,2070,"UN",68.2383998254408,69.579591339776,"Nervous","BRAZIL"
"98136",30,8,0.000780610262383473,"2005-2010","2010-2015",1,2070,"UN",68.2383998254408,69.579591339776,"Endocrine","BRAZIL"
"98157",40,9,0.00842953061953033,"2005-2010","2010-2015",1,2070,"UN",68.2383998254408,69.579591339776,"Digestive","BRAZIL"
"98178",50,10,-3.51131658055553e-05,"2005-2010","2010-2015",1,2070,"UN",68.2383998254408,69.579591339776,"Genitourinary","BRAZIL"
"98199",60,11,-6.74649551989358e-05,"2005-2010","2010-2015",1,2070,"UN",68.2383998254408,69.579591339776,"Perinatal","BRAZIL"
"98220",70,12,0.0073921616720637,"2005-2010","2010-2015",1,2070,"UN",68.2383998254408,69.579591339776,"Respiratory","BRAZIL"
"98241",80,13,-0.000433869412384926,"2005-2010","2010-2015",1,2070,"UN",68.2383998254408,69.579591339776,"External","BRAZIL"
"98262",0,15,0.00318780498778094,"2005-2010","2010-2015",1,2070,"UN",68.2383998254408,69.579591339776,"Rest","BRAZIL"
"98283",5,2,0.00249628426138753,"1990-1995","1995-2000",2,2070,"UN",69.8555403666732,72.0585222730182,"Infectious","BRAZIL"
"98304",15,3,0.000152758231664476,"1990-1995","1995-2000",2,2070,"UN",69.8555403666732,72.0585222730182,"Neoplasms","BRAZIL"
"98325",25,4,0.00902403610211972,"1990-1995","1995-2000",2,2070,"UN",69.8555403666732,72.0585222730182,"Circulatory","BRAZIL"
"98346",35,5,0.0137914561815204,"1990-1995","1995-2000",2,2070,"UN",69.8555403666732,72.0585222730182,"Abnormal","BRAZIL"
"98367",45,6,4.24812209774156e-05,"1990-1995","1995-2000",2,2070,"UN",69.8555403666732,72.0585222730182,"Mental","BRAZIL"
"98388",55,7,0.000575906908617304,"1990-1995","1995-2000",2,2070,"UN",69.8555403666732,72.0585222730182,"Nervous","BRAZIL"
"98409",65,8,0.00686821822708464,"1990-1995","1995-2000",2,2070,"UN",69.8555403666732,72.0585222730182,"Endocrine","BRAZIL"
"98430",75,9,0.00466634212288879,"1990-1995","1995-2000",2,2070,"UN",69.8555403666732,72.0585222730182,"Digestive","BRAZIL"
"98451",85,10,0,"1990-1995","1995-2000",2,2070,"UN",69.8555403666732,72.0585222730182,"Genitourinary","BRAZIL"
"98472",1,12,0.00287332773013,"1990-1995","1995-2000",2,2070,"UN",69.8555403666732,72.0585222730182,"Respiratory","BRAZIL"
"98493",10,13,0.0104222124607328,"1990-1995","1995-2000",2,2070,"UN",69.8555403666732,72.0585222730182,"External","BRAZIL"
"98514",20,14,-0.00296345841426631,"1990-1995","1995-2000",2,2070,"UN",69.8555403666732,72.0585222730182,"Homicide","BRAZIL"
"98535",30,15,0.0063316880722014,"1990-1995","1995-2000",2,2070,"UN",69.8555403666732,72.0585222730182,"Rest","BRAZIL"
"98556",40,2,0.000807047575070243,"1995-2000","2000-2005",2,2070,"UN",72.0585222730182,73.8535572057499,"Infectious","BRAZIL"
"98577",50,3,0.00382204256706012,"1995-2000","2000-2005",2,2070,"UN",72.0585222730182,73.8535572057499,"Neoplasms","BRAZIL"
